"","LessonId","Submitter1","Title","Abstract","Lesson","Organization","LessonDate","MissionDirectorate","SafetyIssue","Categories","DocNum","Topic","Category","url"
"527",1831,"Stambolian, Damon ","Human Engineering should be considered a Systems Engineering and Integration function","At the Orbiter Space Plane (OSP) System Design Review there was a lack of evidence that Human Factors contributions were being made to all applicable areas within the System, in particular, ground operations.  For example,  Human Engineering methods to evaluate access to the spacecraft were not shown,  both in the way of platforms for hard to reach areas of the spacecraft and access to the spacecrafts individual subsystems for repairs and testing.  Integrating Human Engineering methods into a systems approach at the beginning of the design development is vital to making the operations safer and easier for the maintainer and operator,  as well as improving turnaround time and processing.  To ensure that Human Engineering is not overlooked each system should have its own Human Engineering section to confirm that this particular system has been addressed by Human Engineering.  Within this section,  useful parts of MIL-STD-1472 and other applicable Human Engineering documents that apply to this system should be listed.","Human Engineering contributions are best considered if integrated during the design process.  Failure to involve Human Engineering at the System level ultimately leads to design that are less then optimal from a maintainability, supportability, and operability standpoint.","KSC",2004-03-17,"",TRUE,"Human Factors/Habitability, Ground support systems, Human factors impact on mission design, ",551,1,"Human Factors/Habitability","https://nen.nasa.gov/web/11/viewall/-/viewall/1831"
"528",1389,"Kalia, Prince ","Observed Heat/Fire Hazard Due to Soldering Iron Switch Failures"," This lesson is intended to broaden awareness of an observed problem with some models of the Weller&reg; Model TCP12P Soldering Iron. Recommendations apply to soldering irons in general. "," Soldering irons can experience undocumented failure modes that result in significant damage, including the potential for serious fires. ","MSFC",2004-02-13,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",552,17,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1389"
"529",1733,"Oberhettinger, David ","Genesis Sample Return Mishap (2004)","The Genesis sample return mishap was attributed to a design error in which the gravity switches that activate the parachute deployment sequence were phased (oriented) incorrectly so that their mechanisms could not detect the atmospheric entry.  Mission critical functions should have functional backups as well as redundant hardware.  Ensure that heritage designs that have been modified are fully tested, that design engineers fully understand the system function of their hardware, and that peer reviews of critical functions achieve full fidelity.","  
   Hardware redundancy only adds to design robustness in the absence of common cause failure modes. 
   An over-reliance on design heritage in identifying essential tests may lead to violations of the ""test-as-you-fly, fly-as-you-test"" rule.
   Technical penetration into the design for a mission critical Genesis EDL sequence was inadequate, as was the test program.
   The peer review of the Genesis modifications to the Stardust Avionics Unit (AU) design was not adequately supported by independent avionics and EDL experts.
  ","JPL",2004-02-10,"Science, Exploration Systems, Space Operations, ",TRUE,"Categories, Engineering Design, Mission Operations and Ground Support Systems, Program Management, Safety and Mission Assurance, Systems Engineering and Analysis, Accident Investigation, Aerospace Safety Advisory Panel, Flight Equipment, Flight Operations, Ground Operations, Hardware, Mishap Reporting, Payloads, Spacecraft, Spacecraft and Spacecraft Instruments, Mission control Planning, Contractor relationships, Product Assurance, Review systems and boards, Engineering design and project processes and standards, Planning of requirements verification processes, ",553,1,"Categories","https://nen.nasa.gov/web/11/viewall/-/viewall/1733"
"530",1415,"Dumain, Carol ","Duplicate Transmission of Operational Command (2002)"," On two occasions during the ULYSSES mission, a mission controller erroneously performed a duplicate transmission of an operational command. The problem was traced to imprecise execution of existing command procedures. Four recommendations reinforce the mission operator's charge to ensure that the correct command has been ""loaded"" when it is ""fired off"" to the spacecraft. "," It is the responsibility of the mission operator to ensure that the correct command has been &ldquo;loaded&rdquo; when it is &ldquo;fired off&rdquo; to the spacecraft. ","JPL",2004-01-26,"Aeronautics Research, Exploration Systems, ",FALSE,"",554,9,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1415"
"531",1390,"Oberhettinger, David ","Test Telecommunications Links End-to-End, and Don't Forget the Doppler (2000)"," A mission-critical error was discovered in the communications link between the Cassini spacecraft and its Huygens probe when it was determined that the radio frequencies would not adjust for Doppler effect. This parameter was not isolated during the pre-launch verification process. The recommendations affirm the need for (1) end-to-end testing of communications links, (2) a high fidelity telecommunications testbed, and (3) referencing Doppler effects on subcarriers in an appropriate procedure. ","  
        Despite prior incidents involving Doppler effects on the command subcarriers for Ulysses and Deep Space 1, designers still tend to overlook the subcarrier when analyzing and testing for Doppler effects on deep space communications links.  
        

        It is difficult to conduct realistic simulations of Doppler effect in testbeds that do not replicate communications frequencies and signal levels.  

        Communication link design must be more carefully reviewed and verified by analysis when more than one organization is responsible for verifying through test that the transmitting and receiving spacecraft are compatible under mission conditions.  
      ","JPL",2004-01-12,"Aeronautics Research, Science, Exploration Systems, ",FALSE,"",555,9,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1390"
"532",1398,"Lee, Dennis ","SWIFT Power Control Board Harness Wire Reversal"," Serious damage to an instrument's heater control electronics resulted from incorrect wiring within the interface harness. Efforts to expedite the I&amp;T schedule, incomplete documentation and reduced QA involvement were identified as contributing factors; however, risks were expected to be mitigated by the Safe-to-Mate procedure, which was expected to verify compliance with the ICD. These &ldquo;time saving&rdquo; decisions and acceptance of excess risk resulted not only in damage to the instrument but also a 4-month schedule delay. ","  
        During flight hardware integration, priority and precedence must be given to completion of the electrical power interface Safe-To-Mate procedures. Priority and precedence for testing flight hardware implies that Safe-To-Mate is the first test procedure during integration. No other electrical integration procedures should commence until Safe-To-Mate procedure is completed. Incorrect power interfaces have cause more flight hardware damage than any other electronic hardware failure mode.  

      <li style=""list-style: none"">  
        
      
    The initial application of power is a continuous process. This process proceeds from component acceptance through flight instrument hardware and systems level integration and test. It cannot be understated the risk associated with the initial application of power to flight hardware. Particularly, when the test configuration is changed from component to subsystem or systems level testing, which involves a change in the power cable and harness interface.   

    <ol start=""2"">
        There is an inherent, and potentially grave, risk with changing existing and established NASA policies and procedures. This is especially true during flight hardware integration, when the intent is to expedite an accelerated schedule. Project management must exercise extreme care and diligence during integration, since there is a significant risk is associated with damaging hardware and/or physical injury.  

        Project systems engineering and quality assurance must be responsible for ensuring the correctness of power interface harness prior to the application of flight hardware power. A system of checks and balances, which verifies flight hardware integration readiness, should be supported by both reviews and audits of power interface harnesses.  
      ","GSFC",2004-01-02,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",556,20,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1398"
"533",1411,"Lee, Allan ","Actively Manage Flight Project Risks During the Mission Operations Phase (2000)"," Cassini was one of the first major JPL missions to successfully conduct a risk management program during the Mission Operations and Data Analysis (MO&amp;DA) phase. It was complicated by the distribution of the 500-person MOS Team across the U.S. and Europe, involving over 16 sub-teams, 9 time zones, and ITAR-mandated information exchange limitations. Define a formal risk management process early in MO&amp;DA that will be tightly scoped to the operational phase of MO&amp;DA. Also manage the human performance risks (fatigue, health, etc.) to mission ops. Select a flexible RM database tool. "," Cassini demonstrated that active management of risks can be implemented effectively during mission ops despite the need to involve a large, geographically distributed, MOS organization. ","JPL",2004-01-01,"Aeronautics Research, Science, Exploration Systems, ",TRUE,"",557,11,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1411"
"534",6357,"D'Agostino, Mark ","Thermal Environment Body Point Numbering System","Vehicle external thermal environments are often defined for discrete body point for zones. STS plume and aerodynamic heating data books used body point numbers that were inconsistent in length and are very occasionally repeated. This can cause confusion for users of these environments.","It is preferable to use a numbering system that has enough capacity to evolve with the need for additional body points as the system is utilized and operated. This system needs to be carefully described early in a program life cycle. Users of the system must exercise discipline to –stick with” this system, even when the expedient path might tempt them to do otherwise.","MSFC",2004-01-01,"Exploration Systems, Space Operations, ",FALSE,"Launch Systems, Ground processing and manifesting, Engineering design and project processes and standards, ",558,12,"Launch Systems","https://nen.nasa.gov/web/11/viewall/-/viewall/6357"
"535",1414,"Mendoza, Donald ","Acquisition Philosophy and Mechanism"," A &ldquo;Fly-off&rdquo; type of procurement using a relatively small Source Evaluation Board (SEB) can minimize the time to assess, award, and implement a contract. However, in order to minimize the Government's risk under this process, the SEB must leverage enough expertise (in &ldquo;ex-official&rdquo; status, if necessary, to fill any knowledge gaps the small SEB might have) to ensure all the Contractor's business practices are adequate and reflect a system that provides sufficient insight/oversight to build the required &ldquo;hands-off&rdquo; Government/Contractor relationship after contract award. "," In order to use a &ldquo;fly-off&rdquo; type of procurement to minimize the time to assess, award, and implement a contract while ensuring the Government's risk is minimized, the following issues should be considered.  
     

      
        While it can improve efficiency, a small selection team (SEB) may not be adequately effective in assessing all technical and programmatic areas.  

        Any technical or programmatic areas not sufficiently addressed during procurement may increase the Government's risk during contract implementation. This is especially true in instances where an originally selected system design is found to be inadequate and in need of a re-design (in the case of the Project in question, new analytical tools and techniques available after Contract award helped to identify new risks and needed design improvements). While the Government is responsible to identify inadequacies at any and all times during the project life cycle, it must make every effort to completely remove itself from the Contractor's design process. Any participation by the Government in the design undermines the philosophy of placing the risk (via ownership of design) on the Contractor and exposes the Government to a higher level of risk. The Government must be cognizant of this immigration of risk when it elects to participate in a design process, and must balance the risk
      of effectively acquiring ownership of the design against other risks inherent in the situation or migrating to it.  

        Since the procurement's goal is to minimize the time from start to finish, part of it its philosophy is to instill efficiency into the Contractor-Government roles and relationships. Thus, it becomes paramount during the selection process to ensure that the Contractor's processes, procedures, and tools are adequate (as based on some established criteria such as ISO 9001 and/or CMMI) to allow the Government to take a &ldquo;hands-off&rdquo; approach during implementation. Also, any criteria to be used to verify/validate and or assess the Contractor's work after contract award must be consistent and compatible with the performance criteria levied on the Contractor.  
      
    The Project successfully addressed these issues with the addition of extra resources (technical experts, analysis tools, schedule, and funding) and the willingness to accept additional development risk via more hands-on involvement in order to reduce the overall risk. In addition, the Project planned its recovery efforts such that they where focused on the product and did not overburden its delivery with force fit or unnecessary processes, i.e. only those processes critical to the products success were developed and employed rather than imposing a conventional process certification/assessment approach. Thus, the Project's approach to compliment the SEB's fly-off approach with real-time adjustments (even against conventional wisdom and/or original intent) based on the increased knowledge that contract implementation brings ensured that the best interests of the Agency where secured.  ","ARC",2004-01-01,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",559,6,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1414"
"536",1412,"Savino, J ","Plasma Arcs from Pyro Firing May Cause Prolonged NSI Shorts (2003)"," NSI firing circuit design has not previously taken into account the high probability of plasma shorts and subsequent hard-shorting, as seen during testing on MER, which allowed ground (chassis) return current during pyrotechnic events. Mars Exploration Rover experience has shown that molten NSI fragments can cause a prolonged NSI pin-to-case short that can damage flight hardware. Thirteen design, analysis, inspection, and test recommendations in the areas of Parts Selection and Reliability Analysis, Power/Pyro Design, and System Grounding are offered to account for this possibility. "," Plasma arcs from NSI firing can cause a permanent internal pin-to-case short circuit as low as ~ 0 ohms due to deposition of NSI fragments. This failure mechanism can produce current levels that may damage flight hardware, and the likelihood of its occurring appears to be increased by:  
     

    
        Firing the NSI into a mechanical actuation device with a small &ldquo;free&rdquo; volume.  

        High bus voltage system level firing circuit (32.8 V on MER).  

        Firing multiple NSI's within one device. (Conductive gas can flow from one NSI to another within same device.)  

        Long firing pulse duration (e.g., 32 ms on MER).  
    </ul>","JPL",2004-01-01,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",TRUE,"",560,18,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1412"
"537",1410,"Oberhettinger, David ","In-Flight Passivation of Lithium-Based Spacecraft Batteries (2003)"," A testbed incident affecting the Mars Exploration Rover (MER) flight computer alerted JPL to the consequences of a failure to consider passivation effects on the rover's lithium primary batteries. A passivation-induced voltage transient during a mission critical event could cause PORs, leading to corrupted memory, repeated reboots, and possible loss of mission. Characterize and plan for battery passivation and its effects, and consider designing spacecraft circuitry to tolerate such effects. "," Assume that a dormant lithium chemistry spacecraft battery will develop a passivation layer and that the effects on the spacecraft circuitry may be significant: 

    
        Lithium-based spacecraft batteries should be characterized and depassivation measures planned, as required  

        A standard Department of Defense practice is to characterize and depassivate each spacecraft battery lot-- both on the ground and in flight.  
    </ul>","JPL",2004-01-01,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",561,3,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1410"
"538",1408,"Mendoza, Donald ","Project Termination & Transition"," The termination phase of a Project's life cycle whether it is implemented early or as scheduled, requires appropriate planning to ensure the Agency's investments (intellectual and real properties) and resources developed during the Project's run are preserved, communicated and returned for Agency benefit. Therefore, it is critical that a termination plan is developed and supported with adequate resources. ","  
        Projects should have a termination plan in place to ensure that the Agency's investment is maximized. This is critical in cases where termination is premature (cases where a Project is ended prior to running its entire planned life-cycle). In particular, the following should be considered and included in the termination plan:  

      <li style=""list-style: none"">  
        
      
    a. The amount of resources required to secure, document, and disseminate critical Project information (Lessons Learned, technical, administrative and management achievements)  
    b. The integration of Project personnel and other resources into appropriate Center activities once they are released from their Project assignments  
     c. The partnering, dependencies, and legal issues with respect to termination of the Project's agreements with other entities  
    d. Re-activation strategies and plans, should the Project or a closely related activity take up the Project's requirements in the future  ","ARC",2004-01-01,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",562,12,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1408"
"539",1425,"Mendoza, Donald ","Project Management: Styles and Tools for Success"," The success of a project is greatly impacted by the management style of the Project Manager and the manner in which each phase of the Project's life cycle is implemented. "," The Project Manager applied many techniques and best practices to the Project including:  
     

      
        Ensuring the efforts, findings, and resources of an investigative board dealing with the failure of a similar system feed into the manufacturing/construction phase of this project.  

        Challenging the project team. The team was challenged to develop a composite based structure that did not have any predecessors. The team took pride and ownership in their innovation.  

        Empowering the project team with the authority to act within their area.  

        Welcoming new staff and bringing them up to speed quickly. The PM mentored or paired up seasoned personnel with new comers to help them acclimatize to the Project.  

        Taking responsibility for things that went wrong and giving credit for things that went right. This owning of responsibility permeated through out the team based on the PM's example and leadership.  

        Integrating everyone into the Project regardless of their experience or technical background. Project members felt they were an integral part of the Project and played a key role in its success. This atmosphere ensured that Project members maintained their enthusiasm and high participation level.  

        Listening and considering each team member's input during meetings and other discussions. The PM created an environment of mutual respect whereby team members respected but debated each other's input and ultimately accepted and supported the group's consensus (sometimes dictated by the PM).  

        Openly communicating his own experience/knowledge gaps to the team. This honesty and openness contributed to the Project's feelings that they were all part of a team and all necessary for its success.  
      ","ARC",2004-01-01,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",563,22,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1425"
"540",1424,"Mendoza, Donald ","Marketing Project Contributions, Successes and Research Results to Customers and Management (Knowledge Management)"," The success of a project is greatly impacted by the visibility and advocacy within the NASA community. "," Lack of project promotion to upper management and inadequate or slow communication of project results can result in an inaccurate appraisal of a project's value to its customers. High visibility and timely communication increase a project's opportunities for recognition and gaining/maintaining support. Low visibility and slow communication may increase a project's vulnerability to budget cuts, milestone de-scoping and a perception that the research results are unimportant or too incremental to merit continued support. ","ARC",2004-01-01,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",564,8,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1424"
"541",1421,"Mendoza, Donald ","Project Management: Training and Development of Project Managers"," The training and development of new or inexperienced Project Managers (PM) can be greatly enhanced by pairing them with a Deputy Project Manager (DPM) that is experienced in at least one system wide area (programmatic or technical) such that there is a balance between the management team's applied and academic experience. ","  
        The paring of a seasoned engineer with a minimally experienced PM that recently completed formal management training, created a well-rounded management team for the Project. A seasoned engineer will have extensive knowledge of the engineering processes and an understanding of the challenges unique to the existing Center environment. The newly trained PM will have knowledge and experience with the most current management tools. However, in order for this combination to work, both the PM and DPM must be sensitive and supportive of the other's strengths and weaknesses. All of these factors made for a high-quality working environment.  

      <li style=""list-style: none"">  
        

        The lack of prior management experience can be addressed by incorporating various tools and techniques such as software based risk management, schedules, and knowledge management. In addition the use of SMEs and frequent, but informal meetings helps to fill out any experience gaps remaining in the Project.  
      ","ARC",2004-01-01,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",565,26,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1421"
"542",1422,"Mendoza, Donald ","Knowledge Management: Collecting, Archiving, and Disseminating Project Results/Information"," Ensuring that a Project's collective wisdom is collected, archived, and disseminated depends on including a schedule, budget, and process for their accomplishment in the Project plan. "," If the tasks of collecting, archiving, and disseminating critical Project results/information are not included in the Project plan they will not be accomplished adequately. This is especially true for Projects that are terminated prematurely since this usually results in a relatively quick scattering of Project resources. In addition, people tend to focus on their new tasks and find it difficult to reflect on those of the past. ","ARC",2004-01-01,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",566,1,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1422"
"543",1419,"Mendoza, Donald ","Resources Management: Construction-of-Facilities (CofF) Projects Under Full Cost Accounting (FCA)"," Funding sources under FCA for CofF projects aimed at building or improving unique test facilities must include specific customers in addition to Agency General and Administrative (G&amp;A). "," In the Agency's FCA mode CofF projects, especially those aimed at building or improving test facilities can no longer depend exclusively on Agency G&amp;A sources for funding. Rather, funding must be acquired through the projects or activities that will explicitly benefit from their results. Therefore, these funding sources must be identified and acquired during early Project formulation. ","ARC",2004-01-01,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",567,10,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1419"
"544",1420,"Mendoza, Donald ","Project Management: Construction of Facilities Project Pitfalls"," The success of a project is greatly impacted by the visibility and advocacy within the NASA community, stakeholders, customers, and end users. In addition, an ambiguous project scope can lead to well-meaning changes on behalf of the project team which impact the cost, resources, and schedule to such an extent that the completion of the project may no longer be justified. For projects which cannot be clearly defined from the outset, clear communication between the Project Manager (PM) and the project sponsor is critical in order to receive continued support by the Agency. "," The following represents key factors and contributors to the Project's cancellation:  
     

      
        The dependence on funding from Agency institutional budgets, coupled with end users that historically did not pay for the facilities maintenance or infrastructure, did not provide the Project with sufficient resources to operate under full-cost accounting. Once the Agency converted to the FCA system, the Project's &ldquo;non-paying&rdquo; end users did not have the funds to sustain the Project and their advocacy became ineffective.  

        The lack of project promotion to upper management and inadequate or slow communication of project results to stakeholders can result in an inaccurate appraisal of a project's value. This may increase a project's vulnerability to budget cuts, milestone de-scoping and a perception that the research results are unimportant or too incremental to merit continued support.  

        The lack of a comprehensively defined and controlled project scope can result in significant requirements creep and/or excessive modifications. This is especially true when various stakeholders have conflicting requirements. This will make it difficult if not impossible for the Project to estimate and control its budget.  

        The lack of a clear stakeholder hierarchy made it difficult to prioritize their requests and to control the project scope. So while the project was approved by the funding organization with a specific schedule and budget it, continued to accept input from other sources and was no longer able to stay within the approved budget and schedule.  
      ","ARC",2004-01-01,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",568,15,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1420"
"545",1417,"Mendoza, Donald ","Project Management: Effective Project Management Training"," A successful Project Management (PM) Training and Development (T&amp;D) program requires training activities which are compatible with the Center's culture and focuses on topics immediately applicable to people's work and provided in an environment that promotes interactive &ldquo;hands-on&rdquo; learning. "," In order to create an effective PM T&amp;D Program attention must be given to both the training content and learning environment. The training content that worked best for the Center's PM community had several characteristics including: local relevance and application, narrow focus, minimal history and theory, and in-class &ldquo;hands-on&rdquo; work supported by experienced and credible instructors. The key was to provide training that the students felt confident in and could apply immediately to their work. The factors that contributed the most to the student's training environment addressed issues such as the student's schedule, travel requirements, in-class comfort, attention span, and visual and audio stimulation. The key was to provide a training experience that fostered student participation.  
      
     ","ARC",2004-01-01,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",569,4,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1417"
"546",1418,"Mendoza, Donald ","Project Manager Training and Development Program"," Building a successful Project Management Training and Development Program in a Center dominated by scientists and engineers having cultural indifference to Project Management. ","  
        Creative approaches can be used to overcome cultural barriers to and resource limitations on a PMT&amp;D program. Some specific methods used included:  
      

    <ol type=""a"">
        Building a mutually beneficial relationship with the Academy of Program and Project Leadership (APPL) and establishing ARC as &ldquo;APPL West&rdquo; helped bring more courses to ARC and reduced the financial and schedule burden to ARC for training courses.  

        Volunteering ARC to pilot new training and development ideas from APPL provided APPL with valuable feedback and ARC with additional training opportunities and input into the kinds of training resources the Agency would fund.  

        Forming personal relationships helped find personnel within ARC who had an interest in and need for PM training and development. By initially targeting training to this group, the dominant culture of indifference to PM development was circumvented.  
        
      

    <ol start=""2"">
        Establishing credibility for providing interesting, relevant and valuable training and development classes has led to continued and increased interest in PM training and development. Several tactics used to accomplish this were:  
      

    <ol type=""a"">
        Using person to person contact to solicit information on training needs to determine what types of training should be offered. There is an emphasis on offering training that is closely tied to people's current jobs and has immediate applicability. Learning is emphasized rather than certification.  

        Matching training opportunities with members of the community. Specific classes are actively marketed to appropriate personnel through phone calls and targeted email. Course applications are reviewed for appropriateness to ensure personnel will benefit from participation.  

        Continually monitoring courses for usefulness and applicability to the ARC environment. Feedback is collected from participants through course evaluations, phone calls and email. Additionally, having the PMT&amp;D coordinator observe classes in person helps confirm the evaluations through conversations with participants. The feedback is provided to APPL.  

        Emphasizing and offering &ldquo;hands on&rdquo; training whenever possible.  

        Bringing interesting and knowledgeable guest speakers to the Center as another method of providing training. Location and amenities (such as providing refreshments) are considered in making training opportunities attractive.  
        
      ","ARC",2004-01-01,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",570,29,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1418"
"547",1387,"Relvini, Kristine ","Scaffolding Buildup to Include Human Factors Review"," Scaffolding for payload access is built in support of the mission instead of the task, which can often result in awkward postures and excessive reaches. "," Scaffolding build up should require a human factors review in addition to safety to ensure personnel can safely perform the task. ","KSC",2003-12-19,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",571,1,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1387"
"548",1388,"Relvini, Kristine ","Considerations for Lifting Hardware (without identified lift points)"," The Lifting with an overhead crane of unique and off center of gravity hardware requires review and consideration of lifting method to ensure a level and safe lift. "," If the IEA inner ring has no lifting point, it would better to lift about the center of gravity of the ring. This can be accomplished by using one web strap shackled to itself around the apex (or wrapped around the apex so that both ends can be brought together at the top), with the second one looped through that loop and each end attached to the crane hook. ","KSC",2003-12-18,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",572,33,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1388"
"549",1386,"Relvini, Kristine ","Use of ErgoMasterTM software"," The use of ErgoMasterTM software requires precise photos of operation being analyzed in order to attain accurate results. "," In order to fully utilize the ErgoMaster software and attain accurate and viable results it is necessary to become highly familiar with the task being assessed prior to the actual operation. ","KSC",2003-12-15,"Exploration Systems, Space Operations, ",FALSE,"",573,1,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1386"
"550",1385,"Bonine, Lisa ","Comet Nucleus Tour (CONTOUR) Mishap Investigation"," The Comet Nucleus Tour, CONTOUR, was designed and built by Johns Hopkins University with specialized support from NASA as a part of NASA's Discovery series of solar system exploration satellites. Launched on July 3, 2002, it was intended to encounter at least two comets to perform a variety of analyses on comet material. However, sometime after the solid rocket motor (SRM) intended to move the satellite out of eccentric earth orbit was fired, the satellite was lost. Mission design did not allow for observation or telemetry coverage during SRM burn, so the mishap investigation board was unable to determine with certainty the cause of the failure. However, a major finding of the investigation was that telemetry or visual coverage of the satellite during SRM burn was, in fact, possible and may help prevent similar mishaps in the future. "," I. A major lesson learned was that all spacecraft should retain telemetry or visual contact during critical phases of the mission.  
      
    II. The team felt the mishap may have been driven by certain practices that the team described as more typical of small projects managed by contractor Principal Investigators. These practices include:  
    II-1. Reliance of CONTOUR project on analysis by similarity  
    Although flight history of a selected component is one aspect of acceptance by similarity, it is important to consider whether the application is consistent and within the bounds of previous qualification.  
     II-2. Inadequate systems engineering process and specification of requirements  
    The board cited the fact that few requirements were imposed by NASA regarding the way contractors document or performed work on CONTOUR, creating opportunities for contractors to adopt nonstandard engineering practices.  
     II-3. Inadequate review functions  
    The board felt that inadequate oversight was especially dangerous in combination with nonstandard engineering practices.  
      
     Other observations noted by the team were the lack of telemetry/observation of spacecraft during a critical mission event, a tendency to rely on subcontractors without appropriate insight/oversight, the use of analytic models that were not specific to CONTOUR, a limited understanding of SRM plume heating environments in space, the lack of an orbital debris conjunction plan, and a limited understanding of SRM operating conditions. These are covered in detail in the ""CONTOUR Mishap Investigation Board Report.&rdquo;  
      
     ","MSFC",2003-12-05,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",574,7,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1385"
"551",1382,"Gibbons, Paul ","Chemical Overexposure During Thermal Vacuum Cleaning"," Evening and night shift personnel were required to vacuum and wipe the internal surfaces of three thermal vacuum chambers with Isopropyl Alcohol (IPA). A technician completed the two smaller facilities (3-foot diameter by 3-foot deep) and was in the process of surface wiping with IPA the third chamber (7-foot diameter by 8-foot deep horizontal chamber), when the shift leader found the technician unconscious in the chamber (with feet facing the opening). The shift leader pulled him out of the chamber. It was noted that the employee was breathing but unconscious and the supervisor contacted 911. The technician regained consciousness and fully recovered without medical treatment. ","  
        Employees and supervisors must consider that commonly used laboratory chemicals such as IPA can be a health hazard if inhaled in unsafe quantities by multiple short term exposures without sufficient recovery time, or used with insufficient ventilation.  

      <li style=""list-style: none"">  
        

        Supervisors and employees must recognize that even simple operations such as cleaning must be evaluated for potential hazards prior to the start of the operation.  
      ","GSFC",2003-10-23,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",575,12,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1382"
"552",1383,"Semmel, Louise ","Autoclave Purge Blower Failure"," A mishap occurred in a large (18' X 20') autoclave resulting in damage to government property of approximately $23K. The mishap was likely the result of a small amount of accumulated debris around a pneumatic valve, coupled with a minor error in pressure system logic, which failed to alert operators of the event prior to failure. "," Pressure systems may operate safely for years until a specific set of conditions occur and a mishap results. Pneumatic systems should be installed in a way that takes maximum advantage of available logic controls. Check valves and additional external controls should also be incorporated to minimize the potential for back flow into pressure vessels.  
      
     Finally, even a relatively minor amount of accumulated debris due to age, shop conditions, or other environmental factors can result in mishap.  
      
     ","MSFC",2003-10-14,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",576,10,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1383"
"553",1327,"Relvini, Kristine ","Complex Procedures Used To Perform Payload Testing",""," Minimize the number of deviations to procedures by mitigating payload developer issues prior to delivery and testing at KSC.  
     ","KSC",2003-10-11,"Exploration Systems, Space Operations, ",FALSE,"",577,2,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1327"
"554",1392,"Loyd, Dave ","Design and Operational Control Considerations for Steam Systems"," Systemic management and technical failures led to the catastrophic rupture of a test system. 3 lessons are published regarding this specific incident; this lesson addresses unique considerations for steam-based systems. "," Steam-based systems have unique issues that must be considered in their design, operation, and maintenance. ","JSC",2003-09-11,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",579,7,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1392"
"555",1391,"Loyd, ave ","Detection of Steam Pipe Wall Thinning Due to Corrosion"," Systemic management and technical failures led to the catastrophic rupture of a test system. 3 lessons are published regarding this specific incident; this lesson addresses problems with the detection of pipe wall thinning due to corrosion and the selection of inadequate test methods. "," Methods of evaluating critical system parameters must be verified as sufficiently reliable to support risk assessment ","JSC",2003-09-11,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",580,7,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1391"
